QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
2717,Semi-Ordered Permutation,semi-ordered-permutation,Easy,63.41165314508481,False,"array,simulation",algorithms
2718,Sum of Matrix After Queries,sum-of-matrix-after-queries,Medium,30.64545235803657,False,"array,hash-table",algorithms
2719,Count of Integers,count-of-integers,Hard,34.2991334259443,False,"math,string,dynamic-programming",algorithms
2720,Popularity Percentage,popularity-percentage,Hard,49.30875576036866,True,database,database
2721,Execute Asynchronous Functions in Parallel,execute-asynchronous-functions-in-parallel,Medium,73.97830286818248,False,,
2722,Join Two Arrays by ID,join-two-arrays-by-id,Medium,53.8717448663531,False,,
2723,Add Two Promises,add-two-promises,Easy,90.93376966271242,False,,
2724,Sort By,sort-by,Easy,81.94256581000936,False,,
2725,Interval Cancellation,interval-cancellation,Easy,78.53147205563675,False,,
2726,Calculator with Method Chaining,calculator-with-method-chaining,Easy,74.31550162365409,False,,
2727,Is Object Empty,is-object-empty,Easy,79.28204475689088,False,,
2728,Count Houses in a Circular Street,count-houses-in-a-circular-street,Easy,84.36936936936938,True,"array,interactive",algorithms
2729,Check if The Number is Fascinating,check-if-the-number-is-fascinating,Easy,51.73949517629352,False,"hash-table,math",algorithms
2730,Find the Longest Semi-Repetitive Substring,find-the-longest-semi-repetitive-substring,Medium,36.17730705109346,False,"string,sliding-window",algorithms
2731,Movement of Robots,movement-of-robots,Medium,27.82625811954596,False,"array,brainteaser,sorting,prefix-sum",algorithms
2732,Find a Good Subset of the Matrix,find-a-good-subset-of-the-matrix,Hard,44.96955438693606,False,"array,greedy,bit-manipulation,matrix",algorithms
2733,Neither Minimum nor Maximum,neither-minimum-nor-maximum,Easy,76.51621939503856,False,"array,sorting",algorithms
2734,Lexicographically Smallest String After Substring Operation,lexicographically-smallest-string-after-substring-operation,Medium,30.34098245202183,False,"string,greedy",algorithms
2735,Collecting Chocolates,collecting-chocolates,Medium,32.93060987976242,False,"array,enumeration",algorithms
2736,Maximum Sum Queries,maximum-sum-queries,Hard,28.68584504740111,False,"array,binary-search,stack,binary-indexed-tree,segment-tree,sorting,monotonic-stack",algorithms
2737,Find the Closest Marked Node,find-the-closest-marked-node,Medium,55.56003223207091,True,"array,graph,heap-priority-queue,shortest-path",algorithms
2738,Count Occurrences in Text,count-occurrences-in-text,Medium,55.97701149425287,True,database,database
2739,Total Distance Traveled,total-distance-traveled,Easy,39.029024250525104,False,"math,simulation",algorithms
2740,Find the Value of the Partition,find-the-value-of-the-partition,Medium,64.95538919085222,False,"array,sorting",algorithms
2741,Special Permutations,special-permutations,Medium,28.000497234135125,False,"array,dynamic-programming,bit-manipulation,bitmask",algorithms
2742,Painting the Walls,painting-the-walls,Hard,50.965279307054246,False,"array,dynamic-programming",algorithms
2743,Count Substrings Without Repeating Character,count-substrings-without-repeating-character,Medium,70.45363307908471,True,"hash-table,string,sliding-window",algorithms
2744,Find Maximum Number of String Pairs,find-maximum-number-of-string-pairs,Easy,81.01644449300699,False,"array,hash-table,string,simulation",algorithms
2745,Construct the Longest New String,construct-the-longest-new-string,Medium,53.366955126368275,False,"math,dynamic-programming,greedy,brainteaser",algorithms
2746,Decremental String Concatenation,decremental-string-concatenation,Medium,26.387563071048685,False,"array,string,dynamic-programming",algorithms
2747,Count Zero Request Servers,count-zero-request-servers,Medium,32.28816935070847,False,"array,hash-table,sliding-window,sorting",algorithms
2748,Number of Beautiful Pairs,number-of-beautiful-pairs,Easy,49.763726715648914,False,"array,math,number-theory",algorithms
2749,Minimum Operations to Make the Integer Zero,minimum-operations-to-make-the-integer-zero,Medium,29.317073170731707,False,"bit-manipulation,brainteaser",algorithms
2750,Ways to Split Array Into Good Subarrays,ways-to-split-array-into-good-subarrays,Medium,33.662852068428194,False,"array,math,dynamic-programming",algorithms
2751,Robot Collisions,robot-collisions,Hard,40.342559371262595,False,"array,stack,sorting,simulation",algorithms
2752,Customers with Maximum Number of Transactions on Consecutive Days,customers-with-maximum-number-of-transactions-on-consecutive-days,Hard,36.294564582115726,True,database,database
2753,Count Houses in a Circular Street II,count-houses-in-a-circular-street-ii,Hard,70.79646017699115,True,,algorithms
2754,Bind Function to Context,bind-function-to-context,Medium,86.56462585034014,True,,
2755,Deep Merge of Two Objects,deep-merge-of-two-objects,Medium,64.1025641025641,True,,
2756,Query Batching,query-batching,Hard,61.39088729016786,True,,
2757,Generate Circular Array Values,generate-circular-array-values,Medium,72.39915074309978,True,,
2758,Next Day,next-day,Easy,86.34453781512606,True,,
2759,Convert JSON String to Object,convert-json-string-to-object,Hard,66.48841354723707,True,,
2760,Longest Even Odd Subarray With Threshold,longest-even-odd-subarray-with-threshold,Easy,29.403387863817372,False,"array,sliding-window",algorithms
2761,Prime Pairs With Target Sum,prime-pairs-with-target-sum,Medium,33.71490410629471,False,"array,math,enumeration,number-theory",algorithms
2762,Continuous Subarrays,continuous-subarrays,Medium,40.75978985475255,False,"array,queue,sliding-window,heap-priority-queue,ordered-set,monotonic-queue",algorithms
2763,Sum of Imbalance Numbers of All Subarrays,sum-of-imbalance-numbers-of-all-subarrays,Hard,45.99810186649794,False,"array,hash-table,ordered-set",algorithms
2764,Is Array a Preorder of Some ‌Binary Tree,is-array-a-preorder-of-some-binary-tree,Medium,66.68975069252078,True,"stack,tree,depth-first-search,binary-tree",algorithms
2765,Longest Alternating Subarray,longest-alternating-subarray,Easy,33.81434355118566,False,"array,enumeration",algorithms
2766,Relocate Marbles,relocate-marbles,Medium,51.36402387041773,False,"array,hash-table,sorting,simulation",algorithms
2767,Partition String Into Minimum Beautiful Substrings,partition-string-into-minimum-beautiful-substrings,Medium,52.85513361462728,False,"hash-table,string,dynamic-programming,backtracking",algorithms
2768,Number of Black Blocks,number-of-black-blocks,Medium,36.090983252555304,False,"array,hash-table,enumeration",algorithms
2769,Find the Maximum Achievable Number,find-the-maximum-achievable-number,Easy,89.87344424422746,False,math,algorithms
2770,Maximum Number of Jumps to Reach the Last Index,maximum-number-of-jumps-to-reach-the-last-index,Medium,30.306642106403725,False,"array,dynamic-programming",algorithms
2771,Longest Non-decreasing Subarray From Two Arrays,longest-non-decreasing-subarray-from-two-arrays,Medium,28.955239207732692,False,"array,dynamic-programming",algorithms
2772,Apply Operations to Make All Array Elements Equal to Zero,apply-operations-to-make-all-array-elements-equal-to-zero,Medium,32.594560194792614,False,"array,prefix-sum",algorithms
2773,Height of Special Binary Tree,height-of-special-binary-tree,Medium,74.61988304093568,True,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
2774,Array Upper Bound,array-upper-bound,Easy,81.30709768095574,True,,
2775,Undefined to Null,undefined-to-null,Medium,66.9971671388102,True,,
2776,Convert Callback Based Function to Promise Based Function,convert-callback-based-function-to-promise-based-function,Medium,91.75911251980983,True,,
2777,Date Range Generator,date-range-generator,Medium,80.83538083538083,True,,
2778,Sum of Squares of Special Elements ,sum-of-squares-of-special-elements,Easy,80.52303401825883,False,"array,enumeration",algorithms
2779,Maximum Beauty of an Array After Applying Operation,maximum-beauty-of-an-array-after-applying-operation,Medium,37.696766273522606,False,"array,binary-search,sliding-window,sorting",algorithms
2780,Minimum Index of a Valid Split,minimum-index-of-a-valid-split,Medium,61.91994332270634,False,"array,hash-table,sorting",algorithms
2781,Length of the Longest Valid Substring,length-of-the-longest-valid-substring,Hard,36.794505036056975,False,"array,hash-table,string,sliding-window",algorithms
2782,Number of Unique Categories,number-of-unique-categories,Medium,83.30357142857143,True,"union-find,interactive,counting",algorithms
2783,Flight Occupancy and Waitlist Analysis,flight-occupancy-and-waitlist-analysis,Medium,36.64204647811205,True,database,database
2784,Check if Array is Good,check-if-array-is-good,Easy,49.4491030676149,False,"array,hash-table,sorting",algorithms
2785,Sort Vowels in a String,sort-vowels-in-a-string,Medium,81.43910582835927,False,"string,sorting",algorithms
2786,Visit Array Positions to Maximize Score,visit-array-positions-to-maximize-score,Medium,35.67216526632237,False,"array,dynamic-programming",algorithms
2787,Ways to Express an Integer as Sum of Powers,ways-to-express-an-integer-as-sum-of-powers,Medium,33.48557509324807,False,dynamic-programming,algorithms
2788,Split Strings by Separator,split-strings-by-separator,Easy,73.6948349253251,False,"array,string",algorithms
2789,Largest Element in an Array after Merge Operations,largest-element-in-an-array-after-merge-operations,Medium,46.87018489984592,False,"array,greedy",algorithms
2790,Maximum Number of Groups With Increasing Length,maximum-number-of-groups-with-increasing-length,Hard,19.583455824155944,False,"array,math,binary-search,greedy,sorting",algorithms
2791,Count Paths That Can Form a Palindrome in a Tree,count-paths-that-can-form-a-palindrome-in-a-tree,Hard,47.14441006773142,False,"dynamic-programming,bit-manipulation,tree,depth-first-search,bitmask",algorithms
2792,Count Nodes That Are Great Enough,count-nodes-that-are-great-enough,Hard,59.52170062001771,True,"divide-and-conquer,tree,depth-first-search,binary-tree",algorithms
2793,Status of Flight Tickets,status-of-flight-tickets,Hard,73.79596064215433,True,,database
2794,Create Object from Two Arrays,create-object-from-two-arrays,Easy,63.19648093841642,True,,
2795,Parallel Execution of Promises for Individual Results Retrieval,parallel-execution-of-promises-for-individual-results-retrieval,Medium,87.93706293706293,True,,
2796,Repeat String,repeat-string,Easy,93.22766570605188,True,,
2797,Partial Function with Placeholders,partial-function-with-placeholders,Easy,91.88900747065102,True,,
2798,Number of Employees Who Met the Target,number-of-employees-who-met-the-target,Easy,87.60745074272427,False,array,algorithms
2799,Count Complete Subarrays in an Array,count-complete-subarrays-in-an-array,Medium,64.63049238816052,False,"array,hash-table,sliding-window",algorithms
2800,Shortest String That Contains Three Strings,shortest-string-that-contains-three-strings,Medium,30.13610372875896,False,"string,greedy,enumeration",algorithms
2801,Count Stepping Numbers in Range,count-stepping-numbers-in-range,Hard,27.46112061909368,False,"string,dynamic-programming",algorithms
2802,Find The K-th Lucky Number,find-the-k-th-lucky-number,Medium,71.86520376175548,True,"math,string,bit-manipulation",algorithms
2803,Factorial Generator,factorial-generator,Easy,85.68257491675915,True,,
2804,Array Prototype ForEach,array-prototype-foreach,Easy,89.04761904761904,True,,
2805,Custom Interval,custom-interval,Medium,81.54897494305239,True,,
2806,Account Balance After Rounded Purchase,account-balance-after-rounded-purchase,Easy,52.10255351543851,False,math,algorithms
2807,Insert Greatest Common Divisors in Linked List,insert-greatest-common-divisors-in-linked-list,Medium,88.37752583578603,False,"linked-list,math,number-theory",algorithms
2808,Minimum Seconds to Equalize a Circular Array,minimum-seconds-to-equalize-a-circular-array,Medium,26.473254759746144,False,"array,hash-table",algorithms
2809,Minimum Time to Make Array Sum At Most x,minimum-time-to-make-array-sum-at-most-x,Hard,25.2720677146312,False,"array,dynamic-programming,sorting",algorithms
2810,Faulty Keyboard,faulty-keyboard,Easy,83.40538114473343,False,"string,simulation",algorithms
2811,Check if it is Possible to Split Array,check-if-it-is-possible-to-split-array,Medium,33.516158074298716,False,"array,dynamic-programming,greedy",algorithms
2812,Find the Safest Path in a Grid,find-the-safest-path-in-a-grid,Medium,31.33199288021623,False,"array,binary-search,breadth-first-search,union-find,matrix",algorithms
2813,Maximum Elegance of a K-Length Subsequence,maximum-elegance-of-a-k-length-subsequence,Hard,31.68811002661934,False,"array,hash-table,greedy,sorting,heap-priority-queue",algorithms
2814,Minimum Time Takes to Reach Destination Without Drowning,minimum-time-takes-to-reach-destination-without-drowning,Hard,61.08247422680413,True,"array,breadth-first-search,matrix",algorithms
2815,Max Pair Sum in an Array,max-pair-sum-in-an-array,Easy,57.52813168418116,False,"array,hash-table",algorithms
2816,Double a Number Represented as a Linked List,double-a-number-represented-as-a-linked-list,Medium,61.62885384888121,False,"linked-list,math,stack",algorithms
2817,Minimum Absolute Difference Between Elements With Constraint,minimum-absolute-difference-between-elements-with-constraint,Medium,33.271932477387075,False,"array,binary-search,ordered-set",algorithms
2818,Apply Operations to Maximize Score,apply-operations-to-maximize-score,Hard,32.46162308115406,False,"array,math,stack,greedy,monotonic-stack,number-theory",algorithms
2819,Minimum Relative Loss After Buying Chocolates,minimum-relative-loss-after-buying-chocolates,Hard,54.05844155844156,True,"array,binary-search,sorting,prefix-sum",algorithms
2820,Election Results,election-results,Medium,64.60610629476065,True,,database
2821,Delay the Resolution of Each Promise,delay-the-resolution-of-each-promise,Medium,63.97146254458978,True,,
